Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
DOOGEE,M25T,Doogee,S300 Plus,12069MB,Phone,Mediatek MT6897,6x ARM Mali G615 (1400 MHz),1080x2460,480,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
GIONEE,GIONEE_SWW1609,Gionee,A1,3989MB,Phone,Mediatek MT6755,ARM Mali T860 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
samsung,kltetfnvzw,Samsung,Galaxy S5,1788MB,Phone,Qualcomm MSM8974AC,Qualcomm Adreno 330 (574 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
motorola,evert,Motorola,moto g(6) plus,6024MB,Phone,Qualcomm SDM630,Qualcomm Adreno 508 (650 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
nubia,P720F11UG,ZTE,5G UG Phone U26,7823MB,Phone,Spreadtrum T820,4x ARM Mali G57 (850 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Hitachi,bangbae,Hitachi,Hitachi,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
acerpure,anglelake,Acer,Acerpure,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
TOKECY,T847_EEA,TOKECY,T847_EEA,3113MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1332,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
BALMUDA,X01A,BALMUDA,BALMUDA Phone,5760MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x1920,450,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Itel,itel-L6006,Itel,itel A48,1985MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1560,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Cherrymobile,Flare_S8_Prime,Cherry Mobile,Flare_S8_Prime,4020MB,Phone,Mediatek MT6763,2x ARM Mali G71 (700 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-LI9,Tecno,TECNO POVA 6 Pro 5G ,7996-12202MB,Phone,Mediatek MT6833V/PNZA,2x ARM Mali G57 (950 MHz),1080x2436,440,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Riviera,xiaoyushan,Riviera,xiaoyushan_riviera,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
TOSHIBA,tostab11BA,Toshiba,JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300,1013MB,Tablet,NVidia Tegra 3 T30,NVidia GeForce  (520 MHz),752x1280,160,armeabi;armeabi-v7a,16,2.0,0,0.00%,0.00%,0.00%
SAMWON,lakeside,HKC Elec,Google TV,1947MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
coolpad,clover,Coolpad,Coolpad COR-I0,3766MB,Phone,Qualcomm MSM8940,Qualcomm Adreno 505 (450 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
Realtek,RealtekATV,,,1073-1610MB,TV,unknown,,1080x1920;720x1280,160;320,armeabi;armeabi-v7a,25;28,2.0,0,0.00%,0.00%,0.00%
samsung,gtaxlltechn,Samsung,Galaxy Tab A (2016),1908MB,Tablet,Samsung Exynos 7870,ARM Mali T830 (700 MHz),1200x1920,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
HTC,Wildfire_E4,HTC,Wildfire E4,6040MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
vernee,M7_EEA,Vernee,M7_EEA,3923MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
HOME-ELITE,R2,Home Elite,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
X-View,Tablet10_X_View,X-View,Tablet10_X-View,3123MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
orange,m823_orange,Orange,Nura2,1986MB,Phone,Qualcomm MSM8939,Qualcomm Adreno 405 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
GM,G008_d,General Mobile,GM 9 Go,919MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Micromax,P480,Micromax,Canvas Tab,1010MB,Tablet,Mediatek MT8382M,ARM Mali 400 (500 MHz),600x1024,160,armeabi;armeabi-v7a,21,2.0,0,0.00%,0.00%,0.00%
MobiWire,Cygnus_mini,Mobiwire,STARSHINE 5,487MB,Phone,Mediatek MT6572,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
BQru,BQru-1082G_2020,BQru,BQru-1082G_2020,959MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
PrismPlus,eleonas,PRISMPLUS,PrismPlus 4K TV,1880MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
MBO,24S_Ultra,MBO(Aolixin),24S_Ultra,3944MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1612,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
AIS,AISPLAYBOX,AIS (Thailand),AISPLAYBOX,2008MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Profilo,marina,Profilo,Profilo Smart TV,1813MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Teclast,Teclast_T50_EEA,Teclast,T50,7893MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Sky_Devices,Elite_45T,Sky Devices,Elite 45T,918MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),480x854,240,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Opel_Mobile,OM5G67E25B-L,OpelMobile,67E 5G,3606MB,Phone,Spreadtrum T820,4x ARM Mali G57 (850 MHz),720x1600,480,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Honeywell,EDA57,Honeywell,EDA57,7826MB,Phone,Qualcomm SM4350,Qualcomm Adreno 619 (650 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
DOCOMO,F01L,Fujitsu,F-01L,2982MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),720x1280,360,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
DOOGEE,X70,Doogee,X70,2050MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),540x1132,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
Dicle,Dicle_Dtab_Active_S,Dicle_Tab,Dicle Tab Active S,4053MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
VANKYO,S8_EEA,Vankyo,S8_EEA,2032MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
CORN,G60_Pro_4G,CORN,G60_Pro_4G,1999MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),480x1014,200,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
samsung,j3poplteusc,Samsung,Galaxy J3,1411MB,Phone,Qualcomm MSM8917,Qualcomm Adreno 308 (400 MHz),720x1280,320,armeabi;armeabi-v7a,27,3.0,0,0.00%,0.00%,0.00%
Sony,F8332,Sony,Xperia XZ,2907MB,Phone,Qualcomm MSM8996,Qualcomm Adreno 530 (653 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
NOMU,V58,Nomu,V58,3981MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Skyworth,YDA,Skyworth,Leap-S3,2086MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
MOXNICE,P50-ROW,MOXNICE,P50-ROW,2070MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Coolpad,E561_EU,Coolpad,SK3-U00,1962MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
Infinix,Infinix-X1103B,Infinix,Infinix XPAD 30 pro,3901MB,Tablet,Mediatek MT6789,2x ARM Mali G57 (1068 MHz),1600x2560,360,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
AIPLUS,Nova_2_Ultra,AIPLUS,AI+ Nova 2 Ultra,5744MB,Phone,Mediatek MT6878,4x ARM Mali G615 (1047 MHz),1272x2772,560,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
A1_Smart_Box,A1_B866V2F02,A1,A1 Hrvatska B866V2F02,2007MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),720x1280,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
POINTMOBILE,PM75,Point Mobile,PM75,2800MB,Phone,Qualcomm SM4250,Qualcomm Adreno 610 (600 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Cherry_Mobile,A850,Cherry Mobile,A850,1999MB,Tablet,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
UJJ,U8_EEA,UJJ(SZ),U8_EEA,6442MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
vivo,V2334,Vivo,T3 5G,7779-7780MB,Phone,Mediatek MT6886,4x ARM Mali G610 (1010 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,34;35;36,3.2,0,0.00%,0.00%,0.00%
htc,htc_a32mg_dug,HTC,Desire 626G+ dual sim,998MB,Phone,Mediatek MT6592,ARM Mali 450 (700 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0,0,0.00%,0.00%,0.00%
ALLVIEW,Prime_H201_LTE,AllView,Prime_H201_LTE_EEA,8140MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
PHILCO,TP10A332,Philco,TP10A332,2045MB,Tablet,Rockchip RK3566,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
HOLO,XULTRAPLUS3,HOLO,XULTRAPLUS3,3926MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
samsung,espressowifi,Samsung,Galaxy Tab2 7.0,807MB,Tablet,TI OMAP4430,Imagination Tech PowerVR SGX540 (365 MHz),600x976,160,armeabi;armeabi-v7a,16,2.0,0,0.00%,0.00%,0.00%
Bmobile,B60Pro_MV03,BMobile,B60Pro_MV03,979MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1560,320,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
vivo,PD2531,vivo,Y500i AI版,7823MB,Phone,QTI SM4450,Qualcomm Adreno 613 (955 MHz),720x1570,320,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
MASTER-G,R3_GTV,Master-G,R3_GTV,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Byybuo,SmartPad_A10_EU,BYYBUO,SmartPad_A10_EU,2039MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Lenovo,TB-7304F,Lenovo,Lenovo TAB 7 Essential,1002MB,Tablet,Mediatek MT8167B,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
BLU,BLU_Vivo_6,Blu,VIVO 6,3996MB,Phone,Mediatek MT6755M,ARM Mali T860 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
VERTU,VTL-202403,Vertu,VERTU AGENT Q,15887MB,Phone,QTI SM8750,Qualcomm Adreno 830 (1100 MHz),1080x2340,480,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
BMAX,I11,BMAX,I11,8093MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OPPO,OP5D76L1,Oppo,OPPO Pad 3 Pro,16275MB,Tablet,QTI SM8650,Qualcomm Adreno 750 (903 MHz),2120x3000,420,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
DIGMA,RS1249PL,Digma,PRO 1800F 4G,8093MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OUKITEL,K7_Power,Oukitel,K7_Power,1862MB,Phone,Mediatek MT6750,ARM Mali T860 (520 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
TCL,Seoul,TCL,TCL L7,1974MB,Phone,Qualcomm QM215,Qualcomm Adreno 306 (465 MHz),720x1440,320,armeabi;armeabi-v7a,29,3.0,0,0.00%,0.00%,0.00%
VIZZION,stanford,VIZZION,VIZZION,956-957MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30;34,3.2,0,0.00%,0.00%,0.00%
Symphony,G26,Symphony,Symphony G26,1943MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Hamlet,XZPAD412LTE,Hamlet,XZPAD412LTE,2006MB,Tablet,Mediatek MT8735D,ARM Mali T720 (500 MHz),800x1280,160,armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
Starmobile,PLAY_Click_LTE,StarMobile,PLAY Click LTE,929MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
SPECTRA,TAP-POS,SPECTRA,TAP-POS,878MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),480x960,240,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
STYLOS,TARISTAB2,Stylos,TARISTAB2,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
realme,RMX2075L1,Realme,realme X50 Pro,12045MB,Phone,Qualcomm SM8250,Qualcomm Adreno 650 (587 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
MOTOROLA,R4,Motorola,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Lenovo,TB355FU,Lenovo,Lenovo Tab Plus Gen 2,8030MB,Tablet,Mediatek MT8775,4x ARM Mali G615 (1000 MHz),1600x2560,320,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
LANIX,Ilium_M1,Lanix,Ilium M1,1010MB,Phone,Mediatek MT6580M,,480x960,240,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
COMPAQ,stanford,Compaq,COMPAQ,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Leica,CSX8,Leica,Leica CSX8,7850MB,Tablet,Qualcomm SM4350,Qualcomm Adreno 619 (650 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
INOI,T109,INOI,inoiPad_Max,6047MB,Tablet,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1600x2560,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
samsung,heatqlte,Samsung,Galaxy Ace Style,930MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),480x800,240,armeabi;armeabi-v7a,19,3.0,0,0.00%,0.00%,0.00%
LEAGOO,P1_Pro,Leagoo,P1 Pro,2036MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,24,3.1,0,0.00%,0.00%,0.00%
Strong,ZRH,Strong,SRT420,2013MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
lge,cv7as-pr,LGE,LG Stylo 5+,2947MB,Phone,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),1080x2160,420,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
SHARP,gangnam,Sharp,BJ,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
Briotouch,ULTRA-PLUS-BR,Briotouch,ULTRA-PLUS-BR,8090MB,Tablet,Mediatek MT9679,ARM Mali G52 (550 MHz),2160x3840,480,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
Sony,E5663,Sony,Xperia M5 Dual,2654MB,Phone,Mediatek MT6795,Imagination Tech PowerVR G6200 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
PRITOM,M10_B05_EEA,Pritom,M10_B05_EEA,2038MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,213,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
FreeYond,F9S_EEA,FreeYond,F9S,2000MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1612,320,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Mafe,V9,Mafe,V9 ,1999MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1600,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
ZTE,martell,ZTE,Stack,945MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x854,240,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
iGET,T2,iGet,iGET T2,8173MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1612,300,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
SHARP,tcvenruj,Sharp,4T-C**EN1/EQ1/ES1/EU1/EP1/FN1/FS1/FQ1,2807-2814MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30;34,3.2,0,0.00%,0.00%,0.00%
THOMSON,TEO10A2BK32P_EEA,Thomson,TEO10A,2071MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
YUHO,Netra,Yuho,Netra,4017MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1560,240,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-KB8,Tecno,SPARK 3 Pro,1927MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1500,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Zynex,KB1002,Zynex,KB1002,2940MB,Tablet,Allwinner A333,ARM Mali G57 (600 MHz),800x1332,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Cherry_Mobile,Aqua_S10,Cherry Mobile,Aqua S10,4053MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,ms013gss,Samsung,Galaxy Grand2,1445MB,Phone,Qualcomm MSM8226,Qualcomm Adreno 305 (400 MHz),720x1280,320,armeabi;armeabi-v7a,18,3.0,0,0.00%,0.00%,0.00%
ATOZEE,Q2S,Atozee,Q2S,2040MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),600x1024,160,armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Rhino,pace,Rhino,RHINO PACE,3045MB,Phone,Mediatek MT8765WA,Imagination Tech PowerVR GE8100 (420 MHz),480x960,213,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Blackview,Shark8,Blackview,Shark 8,8148MB,Phone,Mediatek MT6789,2x ARM Mali G57 (1068 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SGIN,T12S_ROW,SGIN,T12S_ROW,8140MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SKY,ef71g,Pantech,IM-100GN,1985MB,Phone,Qualcomm MSM8937,Qualcomm Adreno 505 (450 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
OnePlus,OnePlusN10,OnePlus,OnePlus Nord N10 5G,5656MB,Phone,Qualcomm SM6350,Qualcomm Adreno 619 (565 MHz),1080x2400,450,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
COOLFAN,OC106,COOLFAN,OC106,3971MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
KDDI,SHL25,Sharp,AQUOS SERIE SHL25,1908MB,Phone,Qualcomm MSM8974,Qualcomm Adreno 330 (450 MHz),1080x1920,480,armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
vivo,PD2408,Vivo,iQOO 13,15844MB,Phone,QTI SM8750,Qualcomm Adreno 830 (1100 MHz),1440x3168,480,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
DIDIK_TAB,DT24,DIDIK_TAB,DT24,4071MB,Tablet,Rockchip RK3562,ARM Mali G52 (900 MHz),800x1280,160,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
Vortex,HD60L,Vortex,HD60L,3004MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),480x960,200,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
google,emu64xa,Google,emulator,2061MB,Phone,Intel 3215U,,1080x2400,420,arm64-v8a;x86_64,36,3.1,0,0.00%,0.00%,0.00%
LOGICOM,SENSE_EEA,Logicom,SENSE,3926MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
lge,luv80ss,LGE,LBello,1011MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),480x854,240,armeabi;armeabi-v7a,21,2.0,0,0.00%,0.00%,0.00%
motorola,cusco,Motorola,motorola edge 50 fusion,7824MB,Phone,Qualcomm SM6450,Qualcomm Adreno 619 (565 MHz),1080x2400,400,arm64-v8a;armeabi;armeabi-v7a,34;35;36,3.2,0,0.00%,0.00%,0.00%
TCL,Seoul_ATT,TCT (Alcatel),TBD,1985MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),480x960,220,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Mintt,MINTT_PRIME_S11,Mintt,MINTT_PRIME_S11,8100MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),720x1640,320,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
MEDION,E1041X,Medion,LIFETAB E1041X,2065MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.1,0,0.00%,0.00%,0.00%
Wings_Mobile,W7_Q,Wings,W7_Q_EEA,6017MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
dell,thunderbird,Dell,Venue 7,2080MB,Tablet,Intel Z2520,Imagination Tech PowerVR SGX544 (300 MHz),800x1280,213,armeabi;armeabi-v7a;x86,19,2.0,0,0.00%,0.00%,0.00%
SAMWON,pioneer,RCA,4K Smart TV,1963MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
PATTERS,P7,PATTERS,P7,1004MB,Phone,Mediatek MT6580M,,480x854,240,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
